location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
Belgium,2021-02-23,757696,2102,2355.857,21956,33,29.429,65377.145,181.369,203.273,1894.454,2.847,2.539,1.08,54933,9299253,802.378,4.74,38872,3.354,tests performed,771393,460395,311890,20022,17100,6.66,3.97,2.69,1475,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-02-24,760809,3113,2418.143,21988,32,27.857,65645.747,268.603,208.647,1897.216,2.761,2.404,1.08,49096,9348349,806.614,4.236,39710,3.426,tests performed,794507,475230,320185,23114,17548,6.86,4.1,2.76,1514,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-02-25,763885,3076,2511.857,22006,18,26.429,65911.157,265.41,216.733,1898.769,1.553,2.28,1.07,41631,9389980,810.206,3.592,39869,3.44,tests performed,826296,497908,329304,31789,18100,7.13,4.3,2.84,1562,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-02-26,766654,2769,2416.429,22034,28,25,66150.078,238.921,208.499,1901.185,2.416,2.157,1.07,47357,9437337,814.292,4.086,40627,3.505,tests performed,858262,523065,336141,31966,18239,7.41,4.51,2.9,1574,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-02-27,769414,2760,2433.571,22052,18,23.571,66388.222,238.144,209.979,1902.738,1.553,2.034,1.06,37736,9475073,817.548,3.256,41170,3.552,tests performed,862602,526610,336948,4340,18007,7.44,4.54,2.91,1554,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-01,772294,783,2385.714,22106,29,26.143,66636.72,67.56,205.849,1907.397,2.502,2.256,1.06,43364,9534628,822.687,3.742,41473,3.578,tests performed,876932,537941,339956,13484,17937,7.57,4.64,2.93,1548,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-02,774344,2050,2378.286,22141,35,26.429,66813.603,176.882,205.208,1910.417,3.02,2.28,1.06,57827,9592455,827.677,4.99,41886,3.614,tests performed,900521,554709,346796,23589,18447,7.77,4.79,2.99,1592,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-03,777608,3264,2399.857,22169,28,25.857,67095.234,281.631,207.07,1912.833,2.416,2.231,1.06,51333,9643788,832.106,4.429,42206,3.642,tests performed,930724,578772,352955,30203,19460,8.03,4.99,3.05,1679,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-04,780251,2643,2338,22196,27,27.143,67323.283,228.049,201.732,1915.163,2.33,2.342,1.07,47008,9690796,836.162,4.056,42974,3.708,tests performed,980155,619578,361584,49431,21980,8.46,5.35,3.12,1897,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-05,783010,2759,2336.571,22215,19,25.857,67561.341,238.058,201.609,1916.802,1.639,2.231,1.07,52687,9743483,840.708,4.546,43735,3.774,tests performed,1024574,657414,368179,44419,23759,8.84,5.67,3.18,2050,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-06,785809,2799,2342.143,22240,25,26.857,67802.85,241.509,202.09,1918.959,2.157,2.317,1.09,39271,9782754,844.096,3.388,43954,3.793,tests performed,1032844,665075,368799,8270,24320,8.91,5.74,3.18,2098,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-08,789008,1117,2387.714,22292,31,26.571,68078.873,96.379,206.022,1923.446,2.675,2.293,1.11,43991,9843848,849.368,3.796,44174,3.812,tests performed,1051579,681657,370958,17260,24950,9.07,5.88,3.2,2153,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-09,791171,2163,2403.857,22327,35,26.571,68265.506,186.633,207.415,1926.466,3.02,2.293,1.13,62083,9905931,854.725,5.357,44782,3.864,tests performed,1080408,703094,378370,28829,25698,9.32,6.07,3.26,2217,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-10,794605,3434,2428.143,22347,20,25.429,68561.806,296.3,209.51,1928.192,1.726,2.194,1.14,56010,9961941,859.557,4.833,45450,3.922,tests performed,1116358,729886,387549,35950,26519,9.63,6.3,3.34,2288,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-11,798108,3503,2551,22370,23,24.857,68864.059,302.253,220.111,1930.176,1.985,2.145,1.16,51569,10013510,864.007,4.45,46102,3.978,tests performed,1170397,773883,397600,54039,27177,10.1,6.68,3.43,2345,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-12,801723,3615,2673.286,22397,27,26,69175.976,311.917,230.662,1932.506,2.33,2.243,1.18,58269,10071779,869.035,5.028,46899,4.047,tests performed,1214964,804875,411196,44567,27199,10.48,6.94,3.55,2347,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-13,805321,3598,2787.429,22421,24,25.857,69486.426,310.45,240.511,1934.577,2.071,2.231,1.2,45762,10117541,872.983,3.949,47827,4.127,tests performed,1224730,812466,413381,9766,27412,10.57,7.01,3.57,2365,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-15,809861,1578,2979,22545,104,36.143,69878.156,136.156,257.04,1945.276,8.974,3.119,1.22,48987,10188116,879.073,4.227,49181,4.244,tests performed,1256721,838539,419300,30564,29306,10.84,7.24,3.62,2529,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-16,813026,3165,3122.143,22572,27,35,70151.246,273.089,269.391,1947.606,2.33,3.02,1.23,74312,10262428,885.485,6.412,50928,4.394,tests performed,1303476,881069,423532,46755,31867,11.25,7.6,3.65,2750,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-17,818142,5116,3362.429,22600,28,36.143,70592.675,441.43,290.124,1950.021,2.416,3.119,1.24,67251,10329679,891.287,5.803,52534,4.533,tests performed,1351403,920208,432321,47927,33578,11.66,7.94,3.73,2897,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-18,822801,4659,3527.571,22624,24,36.286,70994.673,401.998,304.373,1952.092,2.071,3.131,1.24,66792,10396471,897.051,5.763,54709,4.721,tests performed,1426527,978451,449202,75124,36590,12.31,8.44,3.88,3157,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-19,827941,5140,3745.429,22650,26,36.143,71438.174,443.5,323.171,1954.336,2.243,3.119,1.24,73557,10470028,903.397,6.347,56893,4.909,tests performed,1494231,1027323,468035,67704,39895,12.89,8.86,4.04,3442,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-20,827941,0,3231.429,22650,0,32.714,71438.174,0,278.821,1954.336,0,2.823,1.24,56474,10526502,908.27,4.873,58423,5.041,tests performed,1516656,1048170,469616,22425,41704,13.09,9.04,4.05,3598,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-22,839238,2232,4196.714,22728,21,26.143,72412.926,192.586,362.11,1961.066,1.812,2.256,1.25,57297,10611770,915.627,4.944,60522,5.222,tests performed,1550165,1075890,475405,32585,41921,13.38,9.28,4.1,3617,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-23,842775,3537,4249.857,22763,35,27.286,72718.112,305.187,366.695,1964.086,3.02,2.354,1.23,87239,10699009,923.155,7.527,62369,5.381,tests performed,1598083,1118129,481086,47918,42087,13.79,9.65,4.15,3631,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-24,849090,6315,4421.143,22786,23,26.571,73262.997,544.884,381.474,1966.07,1.985,2.293,1.21,80152,10779161,930.071,6.916,64212,5.54,tests performed,1659781,1169313,491601,61698,44054,14.32,10.09,4.24,3801,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-25,854608,5518,4543.857,22816,30,27.429,73739.113,476.116,392.063,1968.659,2.589,2.367,1.19,81388,10860549,937.093,7.022,66297,5.72,tests performed,1738381,1228147,511367,78600,44551,15,10.6,4.41,3844,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-26,860731,6123,4684.286,22852,36,28.857,74267.43,528.318,404.18,1971.765,3.106,2.49,1.16,78734,10939283,943.887,6.793,67036,5.784,tests performed,1808136,1278625,530646,69755,44844,15.6,11.03,4.58,3869,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-27,866063,5332,5446,22870,18,31.429,74727.497,460.067,469.903,1973.318,1.553,2.712,1.14,65977,11005260,949.579,5.693,68394,5.901,tests performed,1830619,1297327,534428,22483,44852,15.8,11.19,4.61,3870,62.96,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-29,872936,2179,4814,22921,24,27.571,75320.528,188.013,415.372,1977.719,2.071,2.379,1.08,56568,11090435,956.929,4.881,68381,5.9,tests performed,1856501,1317010,540627,23525,43762,16.02,11.36,4.66,3776,70.37,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-30,876842,3906,4866.714,22966,45,29,75657.554,337.026,419.92,1981.601,3.883,2.502,1.06,81567,11172002,963.967,7.038,67570,5.83,tests performed,1888522,1343328,546332,32021,41491,16.29,11.59,4.71,3580,70.37,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-03-31,882453,5611,4766.143,23016,50,32.857,76141.694,484.14,411.243,1985.916,4.314,2.835,1.03,73786,11245788,970.333,6.367,66661,5.752,tests performed,1973279,1416820,557600,84757,44785,17.03,12.22,4.81,3864,70.37,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-01,887920,5467,4758.857,23045,29,32.714,76613.41,471.715,410.614,1988.418,2.502,2.823,1.01,64273,11310061,975.879,5.546,64216,5.541,tests performed,2074761,1493598,582336,101482,48054,17.9,12.89,5.02,4146,70.37,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-02,892585,4665,4550.571,23083,38,33,77015.925,402.515,392.642,1991.697,3.279,2.847,0.99,67878,11377939,981.736,5.857,62665,5.407,tests performed,2157278,1557871,601082,82517,49877,18.61,13.44,5.19,4304,70.37,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-03,897474,4889,4487.286,23130,47,37.143,77437.768,421.843,387.182,1995.752,4.055,3.205,0.98,46466,11424405,985.745,4.009,59878,5.167,tests performed,2178102,1577329,602482,20824,49640,18.79,13.61,5.2,4283,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-05,902964,1968,4289.714,23202,33,40.143,77911.468,169.807,370.134,2001.965,2.847,3.464,0.94,21921,11470094,989.687,1.891,54237,4.68,tests performed,2192799,1589322,605195,14609,48043,18.92,13.71,5.22,4145,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-06,904673,1709,3975.857,23247,45,40.143,78058.928,147.46,343.053,2005.847,3.883,3.464,0.93,47954,11518048,993.825,4.138,49435,4.265,tests performed,2239590,1627028,614336,46791,50153,19.32,14.04,5.3,4327,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-07,908212,3539,3679.857,23301,54,40.714,78364.287,305.36,317.513,2010.507,4.659,3.513,0.93,60169,11578217,999.016,5.192,47490,4.098,tests performed,2287388,1665098,624158,47798,44873,19.74,14.37,5.39,3872,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-08,913057,4845,3591,23348,47,43.286,78782.334,418.047,309.846,2014.562,4.055,3.735,0.94,49605,11627822,1003.297,4.28,45394,3.917,tests performed,2413105,1774336,640668,125717,48335,20.82,15.31,5.53,4171,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-09,917917,4860,3618.857,23390,42,43.857,79201.675,419.341,312.25,2018.186,3.624,3.784,0.95,48791,11676613,1007.506,4.21,42668,3.682,tests performed,2548051,1893664,656369,134946,55825,21.99,16.34,5.66,4817,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-10,922487,4570,3573.286,23428,38,42.571,79595.994,394.319,308.318,2021.465,3.279,3.673,0.96,36271,11712884,1010.636,3.13,41211,3.556,tests performed,2616648,1958289,660376,68597,62649,22.58,16.9,5.7,5406,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-11,925476,2989,3497.143,23473,45,43.429,79853.897,257.903,301.748,2025.348,3.883,3.747,0.95,19521,11732405,1012.32,1.684,40605,3.504,tests performed,2620579,1961886,660713,3931,63198,22.61,16.93,5.7,5453,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-12,927229,1753,3466.429,23503,30,43,80005.153,151.256,299.098,2027.936,2.589,3.71,0.95,41828,11774233,1015.93,3.609,43448,3.749,tests performed,2669233,2001548,669733,48654,68062,23.03,17.27,5.78,5873,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-13,930603,3374,3704.286,23566,63,45.571,80296.276,291.123,319.621,2033.372,5.436,3.932,0.96,53580,11827813,1020.553,4.623,44252,3.818,tests performed,2741577,2065553,678154,72344,71712,23.66,17.82,5.85,6188,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-14,935316,4713,3872,23603,37,43.143,80702.933,406.657,334.092,2036.564,3.193,3.723,0.95,44140,11871953,1024.361,3.809,41962,3.621,tests performed,2842194,2141552,702775,100617,79258,24.52,18.48,6.06,6839,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-15,939309,3993,3750.286,23636,33,41.143,81047.465,344.533,323.59,2039.412,2.847,3.55,0.95,41823,11913776,1027.97,3.609,40851,3.525,tests performed,2953798,2226553,729381,111604,77242,25.49,19.21,6.29,6665,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-16,943213,3904,3613.714,23681,45,41.571,81384.319,336.853,311.806,2043.295,3.883,3.587,0.95,44275,11958051,1031.79,3.82,40205,3.469,tests performed,3047709,2303129,746717,93911,71380,26.3,19.87,6.44,6159,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-17,947000,3787,3501.857,23718,37,41.429,81711.077,326.758,302.155,2046.487,3.193,3.575,0.95,36410,11994461,1034.932,3.142,40225,3.471,tests performed,3105798,2355427,752508,58089,69879,26.8,20.32,6.49,6029,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-18,949996,2996,3502.857,23747,29,39.143,81969.584,258.507,302.241,2048.989,2.502,3.377,0.96,20043,12014504,1036.661,1.729,40300,3.477,tests performed,3111784,2361338,752583,5986,70172,26.85,20.37,6.49,6055,75.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-19,951626,1630,3485.286,23782,35,39.857,82110.227,140.643,300.725,2052.009,3.02,3.439,0.96,44318,12058822,1040.485,3.824,40656,3.508,tests performed,3172786,2418013,756910,61002,71936,27.38,20.86,6.53,6207,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-20,955056,3430,3493.286,23834,52,38.286,82406.182,295.955,301.415,2056.496,4.487,3.303,0.97,57946,12116768,1045.485,5,41279,3.562,tests performed,3222891,2465031,760000,50105,68759,27.81,21.27,6.56,5933,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-21,960169,5113,3550.429,23867,33,37.714,82847.352,441.171,306.346,2059.343,2.847,3.254,0.97,49653,12166421,1049.769,4.284,42067,3.63,tests performed,3314674,2552322,764493,91783,67497,28.6,22.02,6.6,5824,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-22,964526,4357,3602.429,23909,42,39,83223.292,375.94,310.832,2062.967,3.624,3.365,0.96,47591,12214012,1053.875,4.106,42891,3.701,tests performed,3410880,2642628,770393,96206,65297,29.43,22.8,6.65,5634,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-23,968107,3581,3556.286,23954,45,39,83532.276,308.983,306.851,2066.85,3.883,3.365,0.95,51417,12265429,1058.312,4.436,43911,3.789,tests performed,3482699,2707387,777454,71819,62141,30.05,23.36,6.71,5362,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-24,972041,3934,3577.286,23990,36,38.857,83871.718,339.442,308.663,2069.956,3.106,3.353,0.94,38844,12304273,1061.664,3.352,44259,3.819,tests performed,3528935,2751849,779232,46236,60448,30.45,23.74,6.72,5216,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-25,974418,2377,3488.857,24024,34,39.571,84076.815,205.097,301.033,2072.89,2.934,3.414,0.94,20956,12325229,1063.472,1.808,44389,3.83,tests performed,3535234,2758126,779256,6299,60493,30.5,23.8,6.72,5220,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-26,976088,1670,3494.571,24065,41,40.429,84220.909,144.095,301.526,2076.428,3.538,3.488,0.93,48249,12373478,1067.635,4.163,44951,3.879,tests performed,3598053,2814105,786096,62819,60752,31.05,24.28,6.78,5242,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-27,979034,2946,3425.429,24104,39,38.571,84475.103,254.193,295.56,2079.793,3.365,3.328,0.93,58836,12432314,1072.711,5.077,45078,3.89,tests performed,3650895,2852480,800571,52842,61143,31.5,24.61,6.91,5276,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-28,982959,3925,3255.714,24140,36,39,84813.768,338.665,280.916,2082.899,3.106,3.365,0.92,54398,12486712,1077.405,4.694,45756,3.948,tests performed,3745461,2931932,815794,94566,61541,32.32,25.3,7.04,5310,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-29,986622,3663,3156.571,24185,45,39.429,85129.827,316.059,272.362,2086.782,3.883,3.402,0.92,54524,12541236,1082.11,4.705,46746,4.033,tests performed,3851554,3019618,835495,106093,62953,33.23,26.05,7.21,5432,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-04-30,990229,3607,3160.286,24230,45,39.429,85441.053,311.227,272.683,2090.665,3.883,3.402,0.92,56978,12598214,1087.026,4.916,47541,4.102,tests performed,3933732,3080061,858140,82178,64433,33.94,26.58,7.4,5560,60.19,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-01,993434,3205,3056.143,24258,28,38.286,85717.594,276.541,263.697,2093.081,2.416,3.303,0.92,37265,12635479,1090.241,3.215,47315,4.083,tests performed,3981014,3119817,866167,47282,64583,34.35,26.92,7.47,5572,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-02,995562,2128,3020.571,24291,33,38.143,85901.207,183.613,260.627,2095.928,2.847,3.291,0.92,21070,12656549,1092.059,1.818,47331,4.084,tests performed,3984601,3123307,866274,3587,64195,34.38,26.95,7.47,5539,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-03,996896,1334,2972.571,24322,31,36.714,86016.31,115.103,256.486,2098.603,2.675,3.168,0.92,50128,12706677,1096.385,4.325,47600,4.107,tests performed,4063334,3189660,881268,78733,66469,35.06,27.52,7.6,5735,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-04,999627,2731,2941.857,24367,45,37.571,86251.952,235.642,253.836,2102.486,3.883,3.242,0.93,65726,12772403,1102.056,5.671,48584,4.192,tests performed,4146364,3257028,900219,83030,70781,35.78,28.1,7.77,6107,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-05,1003746,4119,2969.571,24406,39,38,86607.356,355.404,256.227,2105.851,3.365,3.279,0.93,60177,12832580,1107.248,5.192,49410,4.263,tests performed,4301079,3341299,974350,154715,79374,37.11,28.83,8.41,6849,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-06,1007264,3518,2948.857,24444,38,37,86910.904,303.548,254.44,2109.129,3.279,3.193,0.93,63449,12896029,1112.723,5.475,50685,4.373,tests performed,4462624,3429701,1052332,161545,87296,38.51,29.59,9.08,7532,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-07,1010987,3723,2965.429,24483,39,36.143,87232.14,321.236,255.869,2112.494,3.365,3.119,0.93,63548,12959577,1118.206,5.483,51623,4.454,tests performed,4617767,3530260,1111368,155143,97719,39.84,30.46,9.59,8432,54.63,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-08,1014351,3364,2988.143,24511,28,36.143,87522.399,290.26,257.829,2114.91,2.416,3.119,0.92,43443,13003020,1121.954,3.748,52506,4.53,tests performed,4707831,3610747,1122652,90064,103831,40.62,31.16,9.69,8959,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-09,1016609,2258,3006.714,24551,40,37.143,87717.229,194.83,259.432,2118.362,3.451,3.205,0.9,22554,13025574,1123.9,1.946,52718,4.549,tests performed,4715747,3618589,1122762,7916,104449,40.69,31.22,9.69,9012,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-10,1017876,1267,2997.143,24583,32,37.286,87826.551,109.322,258.606,2121.123,2.761,3.217,0.89,45757,13071331,1127.848,3.948,52093,4.495,tests performed,4799679,3698009,1128640,83932,105192,41.41,31.91,9.74,9076,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-11,1020332,2456,2957.857,24609,26,34.571,88038.465,211.914,255.216,2123.366,2.243,2.983,0.88,65092,13136423,1133.465,5.616,52003,4.487,tests performed,4868274,3756722,1139757,68595,103130,42.01,32.41,9.83,8898,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-12,1023583,3251,2833.857,24630,21,32,88318.975,280.51,244.517,2125.178,1.812,2.761,0.87,56702,13193125,1138.357,4.892,51506,4.444,tests performed,4961399,3821601,1169275,93125,94331,42.81,32.97,10.09,8139,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-13,1026473,2890,2744.143,24645,15,28.714,88568.336,249.361,236.776,2126.473,1.294,2.478,0.86,29797,13222922,1140.928,2.571,46699,4.029,tests performed,5080186,3860107,1249890,118787,88223,43.83,33.31,10.78,7612,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-14,1028104,1631,2445.286,24664,19,25.857,88709.065,140.729,210.989,2128.112,1.639,2.231,0.85,40405,13263327,1144.415,3.486,43393,3.744,tests performed,5225260,3902308,1353765,145074,86785,45.09,33.67,11.68,7488,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-15,1030071,1967,2245.714,24686,22,25,88878.786,169.721,193.77,2130.01,1.898,2.157,0.86,35958,13299285,1147.517,3.103,42324,3.652,tests performed,5313136,3935093,1409134,87876,86472,45.84,33.95,12.16,7461,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-16,1031923,1852,2187.714,24709,23,22.571,89038.584,159.798,188.765,2131.995,1.985,1.948,0.87,19897,13319182,1149.234,1.717,41944,3.619,tests performed,5319169,3937332,1412964,6033,86203,45.9,33.97,12.19,7438,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-17,1032895,972,2145.571,24723,14,20,89122.452,83.868,185.129,2133.203,1.208,1.726,0.89,41103,13360285,1152.781,3.547,41279,3.562,tests performed,5427814,4023657,1438810,108645,89734,46.83,34.72,12.41,7743,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-18,1034714,1819,2054.571,24749,26,20,89279.403,156.951,177.277,2135.446,2.243,1.726,0.9,72515,13432800,1159.038,6.257,42340,3.653,tests performed,5560883,4126092,1472485,133069,98944,47.98,35.6,12.71,8537,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-19,1038514,3800,2133,24768,19,19.714,89607.283,327.88,184.044,2137.085,1.639,1.701,0.92,64219,13497019,1164.579,5.541,43413,3.746,tests performed,5702111,4204108,1539757,141228,105816,49.2,36.27,13.29,9130,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-20,1041706,3192,2176.143,24794,26,21.286,89882.702,275.419,187.767,2139.329,2.243,1.837,0.92,57825,13554844,1169.568,4.989,47417,4.091,tests performed,5848500,4273125,1622361,146389,109759,50.46,36.87,14,9470,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-21,1044612,2906,2358.286,24809,15,20.714,90133.444,250.742,203.483,2140.623,1.294,1.787,0.91,54908,13609752,1174.306,4.738,49489,4.27,tests performed,5976381,4342872,1684017,127881,107303,51.57,37.47,14.53,9259,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-22,1047128,2516,2436.714,24823,14,19.571,90350.534,217.091,210.25,2141.831,1.208,1.689,0.89,39304,13649056,1177.697,3.391,49967,4.311,tests performed,6065277,4387094,1729239,88896,107449,52.33,37.85,14.92,9271,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-23,1048881,1753,2422.571,24842,19,19,90501.791,151.256,209.029,2143.47,1.639,1.639,0.87,21698,13670754,1179.569,1.872,50225,4.334,tests performed,6074803,4393897,1732002,9526,107948,52.42,37.91,14.94,9314,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-24,1049822,941,2418.143,24853,11,18.571,90582.984,81.193,208.647,2144.42,0.949,1.602,0.85,24948,13695702,1181.722,2.153,47917,4.134,tests performed,6136709,4420347,1768451,61906,101271,52.95,38.14,15.26,8738,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-25,1050677,855,2280.429,24873,20,17.714,90656.757,73.773,196.765,2146.145,1.726,1.528,0.84,51106,13746808,1186.131,4.41,44858,3.871,tests performed,6236300,4479884,1815378,99591,96488,53.81,38.65,15.66,8325,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
