location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
United Kingdom,2021-01-13,3220957,47662,53669.714,84910,1568,1062.857,47446.555,702.089,790.586,1250.773,23.098,15.656,0.91,628556,59538320,877.034,9.259,594228,8.753,tests performed,3356229,2918252,437977,288688,202816,4.94,4.3,0.65,2988,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-14,3269761,48804,53100.714,86163,1253,1075.857,48165.466,718.911,782.204,1269.231,18.457,15.848,0.9,695148,60242686,887.41,10.24,605548,8.92,tests performed,3678180,3234946,443234,321951,222328,5.42,4.77,0.65,3275,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-15,3325646,55885,51342.571,87448,1285,1069,48988.684,823.218,756.306,1288.159,18.929,15.747,0.89,596727,60848505,896.334,8.79,594155,8.752,tests performed,4023705,3576263,447442,345525,245209,5.93,5.27,0.66,3612,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-16,3367074,41428,48675.429,88747,1299,1106.714,49598.942,610.258,717.017,1307.295,19.135,16.303,0.86,491137,61349606,903.715,7.235,584383,8.608,tests performed,4322456,3872394,450062,298751,261407,6.37,5.7,0.66,3851,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-17,3405744,38670,46338.857,89429,682,1123.143,50168.574,569.631,682.598,1317.341,10.046,16.545,0.84,417329,61774304,909.971,6.147,575303,8.475,tests performed,4514802,4062501,452301,192346,262404,6.65,5.98,0.67,3865,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-18,3443354,37610,45101,90031,602,1133.571,50722.591,554.017,664.364,1326.209,8.868,16.698,0.83,556689,62357805,918.566,8.2,580038,8.544,tests performed,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-19,3476808,33454,43359,91643,1612,1185.857,51215.387,492.797,638.703,1349.954,23.746,17.468,0.81,579194,62956912,927.392,8.532,580803,8.556,tests performed,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-20,3515800,38992,42120.429,93469,1826,1222.714,51789.762,574.375,620.458,1376.852,26.898,18.011,0.81,640856,63623219,937.207,9.44,583557,8.596,tests performed,5437284,4973248,464036,366919,297294,8.01,7.33,0.68,4379,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-21,3553777,37977,40573.714,94765,1296,1228.857,52349.185,559.423,597.674,1395.943,19.091,18.102,0.8,665330,64303048,947.221,9.801,580052,8.545,tests performed,5849899,5383103,466796,412615,310246,8.62,7.93,0.69,4570,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-22,3594098,40321,38350.286,96166,1401,1245.429,52943.137,593.952,564.922,1416.581,20.638,18.346,0.79,629416,64951149,956.768,9.272,586092,8.633,tests performed,6329968,5861351,468617,480069,329466,9.32,8.63,0.69,4853,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-23,3627750,33652,37239.429,97518,1352,1253,53438.85,495.713,548.558,1436.496,19.916,18.457,0.77,484485,65442601,964.007,7.137,584714,8.613,tests performed,6822981,6353321,469660,493013,357218,10.05,9.36,0.69,5262,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-24,3657861,30111,36016.714,98129,611,1242.857,53882.403,443.552,530.547,1445.497,9,18.308,0.74,412204,65861305,970.175,6.072,583857,8.601,tests performed,7044048,6573570,470478,221067,361321,10.38,9.68,0.69,5322,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-25,3680105,22244,33821.571,98723,594,1241.714,54210.07,327.667,498.211,1454.247,8.75,18.291,0.71,542893,66422967,978.449,7.997,580737,8.555,tests performed,7325773,6853327,472446,281725,371761,10.79,10.1,0.7,5476,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-26,3700272,20167,31923.429,100359,1636,1245.143,54507.141,297.072,470.251,1478.346,24.099,18.342,0.7,596845,67040373,987.543,8.792,583352,8.593,tests performed,7638543,7164387,474156,312770,366883,11.25,10.55,0.7,5404,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-27,3725641,25369,29977.286,102085,1726,1230.857,54880.841,373.7,441.583,1503.771,25.425,18.131,0.71,771710,67828936,999.159,11.368,600817,8.85,tests performed,7953250,7476765,476485,314707,359424,11.72,11.01,0.7,5295,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-28,3754452,28811,28667.857,103324,1239,1222.714,55305.244,424.403,422.294,1522.022,18.251,18.011,0.73,753031,68606924,1010.62,11.093,614839,9.057,tests performed,8369438,7891184,478254,416188,359934,12.33,11.62,0.7,5302,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-29,3783597,29145,27071.286,104572,1248,1200.857,55734.566,429.323,398.776,1540.406,18.384,17.689,0.74,662675,69288509,1020.66,9.762,619623,9.127,tests performed,8859372,8378940,480432,489934,361343,13.05,12.34,0.71,5323,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-30,3806997,23400,25606.714,105777,1205,1179.857,56079.262,344.695,377.202,1558.156,17.75,17.38,0.73,439006,69736280,1027.256,6.467,613383,9.035,tests performed,9468382,8977329,491053,609010,377914,13.95,13.22,0.72,5567,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-01-31,3828187,21190,24332.286,106367,590,1176.857,56391.403,312.141,358.429,1566.847,8.691,17.336,0.72,574012,70340312,1036.153,8.456,639858,9.425,tests performed,9790576,9296367,494209,322194,392361,14.42,13.69,0.73,5780,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-02-01,3846855,18668,23821.429,106774,407,1150.143,56666.393,274.99,350.903,1572.843,5.995,16.942,0.72,643204,71011933,1046.047,9.475,655567,9.657,tests performed,10143511,9646715,496796,352935,402534,14.94,14.21,0.73,5930,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
United Kingdom,2021-02-02,3863761,16906,23355.571,108225,1451,1123.714,56915.428,249.035,344.041,1594.217,21.374,16.553,0.71,606382,71642534,1055.336,8.932,657452,9.685,tests performed,10520433,10021471,498962,376922,411699,15.5,14.76,0.73,6065,87.96,67886004,272.898,40.8,39753.244,0.2,122.137,4.28,0.932
