location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
Hong Kong,2021-04-08,11549,10,9.857,205,0,0,1540.485,1.334,1.315,27.344,0,0,,,,,,79948,10.664,tests performed,700312,529491,170821,40518,25704,9.34,7.06,2.28,3429,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-09,11563,14,9.143,207,2,0.286,1542.353,1.867,1.22,27.611,0.267,0.038,,,,,,79948,10.664,tests performed,745043,543642,201401,44731,30543,9.94,7.25,2.69,4074,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-10,11568,5,9.571,207,0,0.286,1543.02,0.667,1.277,27.611,0,0.038,,,,,,79948,10.664,tests performed,791558,559943,231615,46515,35367,10.56,7.47,3.09,4717,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-11,11581,13,10.429,207,0,0.286,1544.754,1.734,1.391,27.611,0,0.038,,,,,,79948,10.664,tests performed,834900,578953,255947,43342,39832,11.14,7.72,3.41,5313,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-12,11594,13,10,207,0,0.286,1546.488,1.734,1.334,27.611,0,0.038,,,,,,79948,10.664,tests performed,878250,597568,280682,43350,43001,11.71,7.97,3.74,5736,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-13,11607,13,10.857,208,1,0.429,1548.222,1.734,1.448,27.744,0.133,0.057,,,,,,79948,10.664,tests performed,918960,615423,303537,40710,43279,12.26,8.21,4.05,5773,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-14,11612,5,10.429,209,1,0.571,1548.889,0.667,1.391,27.878,0.133,0.076,,,,,,79948,10.664,tests performed,951117,632375,318742,32157,41618,12.69,8.44,4.25,5551,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-15,11618,6,9.857,209,0,0.571,1549.689,0.8,1.315,27.878,0,0.076,,,,,,79948,10.664,tests performed,981100,649011,332089,29983,40113,13.09,8.66,4.43,5351,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-16,11635,17,10.286,209,0,0.286,1551.957,2.268,1.372,27.878,0,0.038,,,,,,79948,10.664,tests performed,1017853,671895,345958,36753,38973,13.58,8.96,4.61,5198,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-17,11653,18,12.143,209,0,0.286,1554.358,2.401,1.62,27.878,0,0.038,,,,,,79948,10.664,tests performed,1057278,697344,359934,39425,37960,14.1,9.3,4.8,5063,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-18,11683,30,14.571,209,0,0.286,1558.359,4.002,1.944,27.878,0,0.038,,,,,,79948,10.664,tests performed,1091109,719913,371196,33831,36601,14.55,9.6,4.95,4882,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-19,11695,12,14.429,209,0,0.286,1559.96,1.601,1.925,27.878,0,0.038,,,,,,79948,10.664,tests performed,1123580,741401,382179,32471,35047,14.99,9.89,5.1,4675,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-20,11703,8,13.714,209,0,0.143,1561.027,1.067,1.829,27.878,0,0.019,,,,,,79948,10.664,tests performed,1149662,758689,390973,26082,32957,15.33,10.12,5.22,4396,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-21,11704,1,13.143,209,0,0,1561.16,0.133,1.753,27.878,0,0,,,,,,79948,10.664,tests performed,1173101,773900,399201,23439,31712,15.65,10.32,5.32,4230,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-22,11718,14,14.286,209,0,0,1563.028,1.867,1.906,27.878,0,0,,,,,,79948,10.664,tests performed,1196652,789293,407359,23551,30793,15.96,10.53,5.43,4107,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-23,11727,9,13.143,209,0,0,1564.228,1.2,1.753,27.878,0,0,,,,,,79948,10.664,tests performed,1222884,806740,416144,26232,29290,16.31,10.76,5.55,3907,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-24,11730,3,11,209,0,0,1564.628,0.4,1.467,27.878,0,0,,,,,,79948,10.664,tests performed,1253071,828268,424803,30187,27970,16.71,11.05,5.67,3731,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-25,11736,6,7.571,209,0,0,1565.429,0.8,1.01,27.878,0,0,,,,,,79948,10.664,tests performed,1275182,842695,432487,22111,26296,17.01,11.24,5.77,3508,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-26,11740,4,6.429,209,0,0,1565.962,0.534,0.857,27.878,0,0,,,,,,79948,10.664,tests performed,1302205,859953,442252,27023,25518,17.37,11.47,5.9,3404,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-27,11748,8,6.429,209,0,0,1567.029,1.067,0.857,27.878,0,0,,,,,,79948,10.664,tests performed,1326874,872397,454477,24669,25316,17.7,11.64,6.06,3377,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-28,11755,7,7.286,209,0,0,1567.963,0.934,0.972,27.878,0,0,,,,,,79948,10.664,tests performed,1351759,884187,467572,24885,25523,18.03,11.79,6.24,3404,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-29,11770,15,7.429,209,0,0,1569.964,2.001,0.991,27.878,0,0,,,,,,79948,10.664,tests performed,1377514,897028,480486,25755,25837,18.37,11.97,6.41,3446,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-04-30,11774,4,6.714,209,0,0,1570.497,0.534,0.896,27.878,0,0,,,14324066,1910.643,,79948,10.664,tests performed,1413782,916332,497450,36268,27271,18.86,12.22,6.64,3638,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-01,11782,8,7.429,210,1,0.143,1571.564,1.067,0.991,28.011,0.133,0.019,,,,,,85313,11.38,tests performed,1454421,936411,518010,40639,28764,19.4,12.49,6.91,3837,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-02,11784,2,6.857,210,0,0.143,1571.831,0.267,0.915,28.011,0,0.019,,,,,,90677,12.095,tests performed,1491939,952162,539777,37518,30965,19.9,12.7,7.2,4130,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-03,11786,2,6.571,210,0,0.143,1572.098,0.267,0.877,28.011,0,0.019,,,,,,96042,12.811,tests performed,1529662,971952,557710,37723,32494,20.4,12.96,7.44,4334,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-04,11790,4,6,210,0,0.143,1572.632,0.534,0.8,28.011,0,0.019,,,,,,101406,13.526,tests performed,1562846,989784,573062,33184,33710,20.85,13.2,7.64,4496,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-05,11796,6,5.857,210,0,0.143,1573.432,0.8,0.781,28.011,0,0.019,,,,,,106770,14.242,tests performed,1593623,1005446,588177,30777,34552,21.26,13.41,7.85,4609,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-06,11798,2,4,210,0,0.143,1573.699,0.267,0.534,28.011,0,0.019,,,,,,112135,14.957,tests performed,1624064,1021243,602821,30441,35221,21.66,13.62,8.04,4698,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-07,11801,3,3.857,210,0,0.143,1574.099,0.4,0.514,28.011,0,0.019,,,,,,117499,15.673,tests performed,1662373,1038387,623986,38309,35513,22.17,13.85,8.32,4737,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-08,11806,5,3.429,210,0,0,1574.766,0.667,0.457,28.011,0,0,,,,,,117499,15.673,tests performed,1704460,1055539,648921,42087,35720,22.74,14.08,8.66,4765,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-09,11807,1,3.286,210,0,0,1574.899,0.133,0.438,28.011,0,0,,,,,,117499,15.673,tests performed,1741679,1071480,670199,37219,35677,23.23,14.29,8.94,4759,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-10,11811,4,3.571,210,0,0,1575.433,0.534,0.476,28.011,0,0,,,,,,117499,15.673,tests performed,1776566,1087223,689343,34887,35272,23.7,14.5,9.19,4705,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-11,11812,1,3.143,210,0,0,1575.566,0.133,0.419,28.011,0,0,,,,,,117499,15.673,tests performed,1805076,1100446,704630,28510,34604,24.08,14.68,9.4,4616,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-12,11814,2,2.571,210,0,0,1575.833,0.267,0.343,28.011,0,0,,,,,,117499,15.673,tests performed,1830861,1112111,718750,25785,33891,24.42,14.83,9.59,4521,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-13,11817,3,2.714,210,0,0,1576.233,0.4,0.362,28.011,0,0,,,,,,117499,15.673,tests performed,1856637,1123413,733224,25776,33225,24.77,14.98,9.78,4432,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-14,11818,1,2.429,210,0,0,1576.366,0.133,0.324,28.011,0,0,,,,,,117499,15.673,tests performed,1888619,1138088,750531,31982,32321,25.19,15.18,10.01,4311,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-15,11821,3,2.143,210,0,0,1576.767,0.4,0.286,28.011,0,0,,,,,,117499,15.673,tests performed,1926251,1153991,772260,37632,31684,25.69,15.39,10.3,4226,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-16,11824,3,2.429,210,0,0,1577.167,0.4,0.324,28.011,0,0,,,,,,117499,15.673,tests performed,1955081,1167888,787193,28830,30486,26.08,15.58,10.5,4066,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-17,11825,1,2,210,0,0,1577.3,0.133,0.267,28.011,0,0,,,,,,117499,15.673,tests performed,1984336,1180465,803871,29255,29681,26.47,15.75,10.72,3959,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-18,11826,1,2,210,0,0,1577.433,0.133,0.267,28.011,0,0,,,,,,117499,15.673,tests performed,2010377,1193655,816722,26041,29329,26.82,15.92,10.89,3912,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-19,11827,1,1.857,210,0,0,1577.567,0.133,0.248,28.011,0,0,,,,,,117499,15.673,tests performed,2026543,1202397,824146,16166,27955,27.03,16.04,10.99,3729,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-20,11828,1,1.571,210,0,0,1577.7,0.133,0.21,28.011,0,0,,,,,,117499,15.673,tests performed,2050327,1213156,837171,23784,27670,27.35,16.18,11.17,3691,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-21,11829,1,1.571,210,0,0,1577.834,0.133,0.21,28.011,0,0,,,,,,117499,15.673,tests performed,2081168,1227165,854003,30841,27507,27.76,16.37,11.39,3669,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-22,11830,1,1.286,210,0,0,1577.967,0.133,0.171,28.011,0,0,,,,,,117499,15.673,tests performed,2117816,1243021,874795,36648,27366,28.25,16.58,11.67,3650,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-23,11832,2,1.143,210,0,0,1578.234,0.267,0.152,28.011,0,0,,,,,,117499,15.673,tests performed,2146651,1254828,891823,28835,27367,28.63,16.74,11.9,3650,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-24,11833,1,1.143,210,0,0,1578.367,0.133,0.152,28.011,0,0,,,,,,117499,15.673,tests performed,2175030,1267477,907553,28379,27242,29.01,16.91,12.11,3634,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-25,11835,2,1.286,210,0,0,1578.634,0.267,0.171,28.011,0,0,,,,,,117499,15.673,tests performed,2200091,1278598,921493,25061,27102,29.35,17.05,12.29,3615,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-26,11836,1,1.286,210,0,0,1578.767,0.133,0.171,28.011,0,0,,,,,,117499,15.673,tests performed,2224168,1289809,934359,24077,28232,29.67,17.2,12.46,3766,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-27,11836,0,1.143,210,0,0,1578.767,0,0.152,28.011,0,0,,,,,,117499,15.673,tests performed,2250312,1302582,947730,26144,28569,30.02,17.37,12.64,3811,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-28,11836,0,1,210,0,0,1578.767,0,0.133,28.011,0,0,,,,,,117499,15.673,tests performed,2286307,1319780,966527,35995,29306,30.5,17.6,12.89,3909,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-29,11837,1,1,210,0,0,1578.901,0.133,0.133,28.011,0,0,,,,,,117499,15.673,tests performed,2328848,1342236,986612,42541,30147,31.06,17.9,13.16,4021,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-30,11837,0,0.714,210,0,0,1578.901,0,0.095,28.011,0,0,,,,,,117499,15.673,tests performed,2364021,1359387,1004634,35173,31053,31.53,18.13,13.4,4142,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-05-31,11841,4,1.143,210,0,0,1579.434,0.534,0.152,28.011,0,0,,,17966548,2396.502,,117499,15.673,tests performed,2400485,1379485,1021000,36464,32208,32.02,18.4,13.62,4296,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-01,11848,7,1.857,210,0,0,1580.368,0.934,0.248,28.011,0,0,,,,,,110304,14.713,tests performed,2434044,1399331,1034713,33559,33422,32.47,18.67,13.8,4458,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-02,11848,0,1.714,210,0,0,1580.368,0,0.229,28.011,0,0,,,,,,103108,13.753,tests performed,2466534,1419118,1047416,32490,34624,32.9,18.93,13.97,4618,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-03,11849,1,1.857,210,0,0,1580.501,0.133,0.248,28.011,0,0,,,,,,95913,12.794,tests performed,2502744,1442972,1059772,36210,36062,33.38,19.25,14.14,4810,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-04,11850,1,2,210,0,0,1580.635,0.133,0.267,28.011,0,0,,,,,,88717,11.834,tests performed,2547690,1472110,1075580,44946,37340,33.98,19.64,14.35,4981,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-05,11851,1,2,210,0,0,1580.768,0.133,0.267,28.011,0,0,,,,,,81521,10.874,tests performed,2598202,1503570,1094632,50512,38479,34.66,20.06,14.6,5133,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-06,11858,7,3,210,0,0,1581.702,0.934,0.4,28.011,0,0,,,,,,74326,9.914,tests performed,2637536,1528122,1109414,39334,39074,35.18,20.38,14.8,5212,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-07,11865,7,3.429,210,0,0,1582.636,0.934,0.457,28.011,0,0,,,,,,67130,8.954,tests performed,2679680,1557551,1122129,42144,39885,35.74,20.78,14.97,5320,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-08,11868,3,2.857,210,0,0,1583.036,0.4,0.381,28.011,0,0,,,,,,67130,8.954,tests performed,2716155,1583962,1132193,36475,40302,36.23,21.13,15.1,5376,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-09,11872,4,3.429,210,0,0,1583.569,0.534,0.457,28.011,0,0,,,,,,67130,8.954,tests performed,2749016,1608422,1140594,32861,40355,36.67,21.45,15.21,5383,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-10,11874,2,3.571,210,0,0,1583.836,0.267,0.476,28.011,0,0,,,,,,67130,8.954,tests performed,2787247,1636508,1150739,38231,40643,37.18,21.83,15.35,5421,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-11,11874,0,3.429,210,0,0,1583.836,0,0.457,28.011,0,0,,,,,,67130,8.954,tests performed,2837680,1671915,1165765,50433,41427,37.85,22.3,15.55,5526,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-12,11877,3,3.714,210,0,0,1584.236,0.4,0.495,28.011,0,0,,,,,,67130,8.954,tests performed,2891825,1708018,1183807,54145,41946,38.57,22.78,15.79,5595,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-13,11877,0,2.714,210,0,0,1584.236,0,0.362,28.011,0,0,,,,,,67130,8.954,tests performed,2934324,1738106,1196218,42499,42398,39.14,23.18,15.96,5655,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-14,11878,1,1.857,210,0,0,1584.37,0.133,0.248,28.011,0,0,,,,,,67130,8.954,tests performed,2964812,1761585,1203227,30488,40733,39.55,23.5,16.05,5433,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-15,11880,2,1.714,210,0,0,1584.636,0.267,0.229,28.011,0,0,,,,,,67130,8.954,tests performed,3006338,1790759,1215579,41526,41455,40.1,23.89,16.21,5530,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-16,11881,1,1.286,210,0,0,1584.77,0.133,0.171,28.011,0,0,,,,,,67130,8.954,tests performed,3041799,1817950,1223849,35461,41826,40.57,24.25,16.32,5579,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-17,11881,0,1,210,0,0,1584.77,0,0.133,28.011,0,0,,,,,,67130,8.954,tests performed,3080703,1847185,1233518,38904,41922,41.09,24.64,16.45,5592,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-18,11884,3,1.429,210,0,0,1585.17,0.4,0.191,28.011,0,0,,,,,,67130,8.954,tests performed,3131033,1883018,1248015,50330,41908,41.76,25.12,16.65,5590,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-19,11885,1,1.143,210,0,0,1585.303,0.133,0.152,28.011,0,0,,,,,,67130,8.954,tests performed,3182644,1916371,1266273,51611,41546,42.45,25.56,16.89,5542,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-20,11886,1,1.286,210,0,0,1585.437,0.133,0.171,28.011,0,0,,,,,,67130,8.954,tests performed,3220603,1940427,1280176,37959,40897,42.96,25.88,17.08,5455,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-21,11889,3,1.571,210,0,0,1585.837,0.4,0.21,28.011,0,0,,,,,,67130,8.954,tests performed,3266608,1970934,1295674,46005,43114,43.57,26.29,17.28,5751,71.3,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-22,11896,7,2.286,210,0,0,1586.771,0.934,0.305,28.011,0,0,,,19443410,2593.496,,67130,8.954,tests performed,3307607,1998740,1308867,40999,43038,44.12,26.66,17.46,5741,,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-23,11898,2,2.429,210,0,0,1587.037,0.267,0.324,28.011,0,0,,,,,,,,no information,3348287,2026209,1322078,40680,43784,44.66,27.03,17.63,5840,,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-24,11905,7,3.429,210,0,0,1587.971,0.934,0.457,28.011,0,0,,,,,,,,no information,3394711,2056859,1337852,46424,44858,45.28,27.44,17.85,5983,,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
Hong Kong,2021-06-25,11909,4,3.571,211,1,0.143,1588.505,0.534,0.476,28.145,0.133,0.019,,,,,,,,no information,3452456,2092177,1360279,57745,45918,46.05,27.91,18.14,6125,,7496988,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,84.86,0.949
North America,2020-12-14,19207482,213882,239830.429,450900,2253,3365.429,32441.114,361.243,405.07,761.563,3.805,5.684,,,,,,,,no information,5,5,,,,0,0,,,,592072204,,,,,,,,,,,,,
North America,2020-12-15,19439493,232011,237679.857,455052,4152,3445,32832.977,391.863,401.437,768.575,7.013,5.819,,,,,,,,no information,723,723,,718,718,0,0,,1,,592072204,,,,,,,,,,,,,
North America,2020-12-16,19709663,270170,240945,459609,4557,3501,33289.289,456.313,406.952,776.272,7.697,5.913,,,,,,,,no information,3023,3023,,2300,1509,0,0,,3,,592072204,,,,,,,,,,,,,
North America,2020-12-17,19974888,265225,242131.143,464103,4494,3588,33737.25,447.961,408.955,783.862,7.59,6.06,,,,,,,,no information,7202,7202,,4179,2399,0,0,,4,,592072204,,,,,,,,,,,,,
North America,2020-12-18,20252290,277402,243884.429,468043,3940,3535,34205.777,468.527,411.917,790.517,6.655,5.971,,,,,,,,no information,11174,11174,,3972,2792,0,0,,5,,592072204,,,,,,,,,,,,,
North America,2020-12-19,20468472,216182,240287,471501,3458,3554.143,34570.905,365.128,405.841,796.357,5.841,6.003,,,,,,,,no information,11894,11894,,720,2378,0,0,,4,,592072204,,,,,,,,,,,,,
North America,2020-12-20,20674979,206507,240197,473725,2224,3582.571,34919.692,348.787,405.689,800.114,3.756,6.051,,,,,,,,no information,568946,568946,,557052,94824,0.1,0.1,,160,,592072204,,,,,,,,,,,,,
North America,2020-12-21,20892559,217580,240725.286,476284,2559,3626.286,35287.181,367.489,406.581,804.436,4.322,6.125,,,,,,,,no information,634983,634983,,66037,90711,0.11,0.11,,153,,592072204,,,,,,,,,,,,,
North America,2020-12-22,21116268,223709,239539.286,480835,4551,3683.286,35665.022,377.841,404.578,812.122,7.687,6.221,,,,,,,,no information,640720,640720,,5737,91428,0.11,0.11,,154,,592072204,,,,,,,,,,,,,
North America,2020-12-23,21371058,254790,237342.143,485319,4484,3672.857,36095.358,430.336,400.867,819.696,7.573,6.203,,,,,,,,no information,1043114,1043114,,402394,148584,0.18,0.18,,251,,592072204,,,,,,,,,,,,,
North America,2020-12-24,21591438,220380,230935.714,489326,4007,3603.286,36467.576,372.218,390.047,826.463,6.768,6.086,,,,,,,,no information,1056402,1056402,,13288,149886,0.18,0.18,,253,,592072204,,,,,,,,,,,,,
North America,2020-12-25,21706474,115036,207740.571,491554,2228,3358.714,36661.87,194.294,350.87,830.226,3.763,5.673,,,,,,,,no information,1056402,1056402,,0,149318,0.18,0.18,,252,,592072204,,,,,,,,,,,,,
North America,2020-12-26,21944714,238240,210891.714,493782,2228,3183,37064.253,402.383,356.193,833.989,3.763,5.376,,,,,,,,no information,1995981,1995981,,939579,283441,0.34,0.34,,479,,592072204,,,,,,,,,,,,,
North America,2020-12-27,22121073,176359,206584.857,495800,2018,3153.571,37362.12,297.867,348.918,837.398,3.408,5.326,,,,,,,,no information,2003744,2003744,,7763,204971,0.34,0.34,,346,,592072204,,,,,,,,,,,,,
North America,2020-12-28,22314886,193813,203189.571,498526,2726,3177.429,37689.467,327.347,343.184,842.002,4.604,5.367,,,,,,,,no information,2196226,2196226,,192482,223035,0.37,0.37,,377,,592072204,,,,,,,,,,,,,
North America,2020-12-29,22544723,229837,204065,503463,4937,3232.571,38077.658,388.191,344.662,850.341,8.339,5.46,,,,,,,,no information,2216190,2216190,,19964,225067,0.37,0.37,,380,,592072204,,,,,,,,,,,,,
North America,2020-12-30,22807790,263067,205247.429,508494,5031,3310.714,38521.974,444.316,346.659,858.838,8.497,5.592,,,,,,,,no information,2903783,2903783,,687593,265810,0.49,0.49,,449,,592072204,,,,,,,,,,,,,
North America,2020-12-31,23071519,263729,211440.143,513081,4587,3393.571,38967.408,445.434,357.119,866.585,7.747,5.732,,,,,,,,no information,2917223,2917223,,13440,265832,0.49,0.49,,449,,592072204,,,,,,,,,,,,,
