location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
Grenada,2021-04-22,159,2,0.571,1,0,0,1413.095,17.775,5.079,8.887,0,0,0,NA,NA,NA,NA,NA,NA,no information,12764,11779,985,NA,198,11.34,10.47,0.88,1760,NA,112519,317.132,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,NA
Saint Vincent and the Grenadines,2021-04-17,1819,0,4.143,10,0,0,16395.216,0,37.341,90.133,0,0,1.04,NA,NA,NA,NA,NA,NA,no information,12764,12764,NA,NA,91,11.5,11.5,NA,820,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Panama,2021-02-09,328476,822,896.429,5531,25,27.429,76128.311,190.509,207.758,1281.877,5.794,6.357,0.73,8030,1749967,405.576,1.861,8391,1.945,tests performed,12806,12806,NA,NA,113,0.3,0.3,NA,26,74.07,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.815,NA
Namibia,2021-04-25,47776,105,160.143,625,1,3,18802.668,41.324,63.026,245.974,0.394,1.181,1.09,1094,381182,150.018,0.431,1445,0.569,samples tested,12833,11971,862,283,1173,0.51,0.47,0.03,462,46.76,2540916,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.646,NA
Montenegro,2021-03-25,88991,441,459.571,1230,6,7.429,141691.425,702.16,731.729,1958.405,9.553,11.828,0.85,NA,NA,NA,NA,NA,NA,no information,12929,11857,1072,2120,978,2.06,1.89,0.17,1557,NA,628062,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.829,NA
Benin,2021-05-21,8025,0,4.286,101,0,0,661.954,0,0.354,8.331,0,0,0.64,NA,NA,NA,NA,NA,NA,no information,12934,12516,418,NA,250,0.11,0.1,0,21,38.89,12123198,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,NA
Maldives,2021-02-08,16909,126,121.857,55,0,0.429,31281.566,233.099,225.435,101.75,0,0.793,1.15,3944,432129,799.436,7.296,3407,6.303,samples tested,12934,12934,NA,3182,2009,2.39,2.39,NA,3717,NA,540542,1454.433,30.6,4.12,2.875,15183.616,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.74,NA
Botswana,2021-04-02,40878,0,344.571,591,0,12.143,17382.874,0,146.525,251.316,0,5.164,1.16,NA,NA,NA,NA,NA,NA,no information,12945,12945,NA,NA,1618,0.55,0.55,NA,688,62.04,2351625,4.044,25.8,3.941,2.242,15807.374,NA,237.372,4.81,5.7,34.4,NA,1.8,69.59,0.735,NA
Brunei,2021-04-26,223,0,0.286,3,0,0,509.734,0,0.653,6.857,0,0,0.65,NA,NA,NA,NA,NA,NA,no information,12947,12842,105,NA,550,2.96,2.94,0.02,1257,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
San Marino,2021-04-02,4775,45,32.571,84,0,0,140697.743,1325.947,959.733,2475.102,0,0,0.86,NA,NA,NA,NA,NA,NA,no information,12950,8829,4121,NA,377,38.16,26.02,12.14,11108,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Liechtenstein,2021-04-30,2926,5,10.143,57,0,0,76723.392,131.106,265.958,1494.612,0,0,0.87,249,40695,1067.074,6.529,235,6.162,tests performed,12998,8815,4183,510,220,34.08,23.11,10.97,5769,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,28.71
Liechtenstein,2021-05-01,2936,10,10,57,0,0,76985.605,262.213,262.213,1494.612,0,0,0.84,109,40804,1069.932,2.858,235,6.162,tests performed,12998,8815,4183,0,220,34.08,23.11,10.97,5769,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-05-02,2940,4,8,57,0,0,77090.49,104.885,209.77,1494.612,0,0,0.8,98,40902,1072.502,2.57,232,6.083,tests performed,12998,8815,4183,0,220,34.08,23.11,10.97,5769,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Malta,2021-01-18,15742,154,173.286,241,2,1.143,35652.57,348.78,392.458,545.818,4.53,2.588,1.03,3481,573571,1299.027,7.884,3342,7.569,tests performed,13002,13002,NA,1297,1297,2.94,2.94,NA,2937,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA
Uganda,2021-03-18,40625,18,12.857,334,0,0,888.153,0.394,0.281,7.302,0,0,1.01,2741,912786,19.956,0.06,1796,0.039,samples tested,13027,13027,NA,5107,1764,0.03,0.03,NA,39,53.7,45741000,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,NA
Djibouti,2021-04-28,10986,55,50.429,142,0,1.857,11119.411,55.668,51.041,143.724,0,1.88,0.69,NA,NA,NA,NA,NA,NA,no information,13042,12547,495,NA,254,1.32,1.27,0.05,257,37.96,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,NA,1.4,67.11,0.524,NA
Dominican Republic,2021-02-20,234502,904,801,3028,4,13.714,21617.264,83.334,73.839,279.132,0.369,1.264,0.81,6066,1178227,108.613,0.559,5395,0.497,samples tested,13087,13087,NA,2887,2617,0.12,0.12,NA,241,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Trinidad and Tobago,2021-04-15,8678,82,57.429,150,2,0.714,6200.826,58.593,41.035,107.182,1.429,0.51,1.59,432,119034,85.055,0.309,583,0.417,people tested,13087,13087,NA,NA,1187,0.94,0.94,NA,848,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA
Paraguay,2021-03-16,183348,1934,1623.286,3554,37,27.714,25705.886,271.152,227.589,498.28,5.188,3.886,1.18,5118,816755,114.511,0.718,4304,0.603,tests performed,13121,12626,495,1025,1599,0.18,0.18,0.01,224,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Dominica,2021-03-10,151,0,1,NA,NA,0,2097.484,0,13.891,NA,NA,0,0.15,NA,NA,NA,NA,NA,NA,no information,13135,13135,NA,NA,524,18.25,18.25,NA,7279,29.63,71991,98.567,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.742,NA
Belize,2021-03-18,12399,3,5.714,316,0,0,31182.961,7.545,14.371,794.727,0,0,0.72,NA,NA,NA,NA,NA,NA,no information,13150,13150,NA,1207,1174,3.31,3.31,NA,2953,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Seychelles,2021-01-20,762,16,21.429,2,0,0.143,7748.627,162.701,217.903,20.338,0,1.453,0.99,NA,NA,NA,NA,NA,NA,no information,13163,13163,NA,2187,1595,13.39,13.39,NA,16219,63.89,98340,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,NA,3.6,73.4,0.796,NA
Mongolia,2021-03-04,3153,77,46,2,0,0,961.781,23.488,14.032,0.61,0,0,1.31,19507,1855597,566.026,5.95,15105,4.608,samples tested,13200,13200,NA,NA,1441,0.4,0.4,NA,440,68.06,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
New Zealand,2021-03-04,2389,0,2.571,26,0,0,495.414,0,0.533,5.392,0,0,1.12,14674,1751605,363.235,3.043,9722,2.016,tests performed,13236,13236,NA,1633,1479,0.27,0.27,NA,307,62.5,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA
Luxembourg,2021-02-01,50733,345,142.857,584,7,2.571,81046.238,551.139,228.215,932.943,11.183,4.108,1.14,10978,1877727,2999.679,17.537,7584,12.115,tests performed,13241,11336,1905,813,670,2.12,1.81,0.3,1070,51.85,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.916,NA
Romania,2021-01-02,637395,1194,3376.429,15919,78,115.857,33132.63,62.066,175.511,827.491,4.055,6.022,0.92,4438,4817844,250.438,0.231,15041,0.782,tests performed,13242,13242,NA,1586,2046,0.07,0.07,NA,106,76.85,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA
Liechtenstein,2021-05-03,2946,6,8.714,57,0,0,77247.817,157.328,228.5,1494.612,0,0,0.77,271,41173,1079.608,7.106,227,5.952,tests performed,13277,9094,4183,279,226,34.81,23.85,10.97,5926,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Czechia,2021-01-02,735469,3447,9700,11827,116,125.286,68677.77,321.879,905.782,1104.4,10.832,11.699,1.22,28970,NA,NA,2.705,45519,4.251,tests performed,13309,13309,NA,1267,2009,0.12,0.12,NA,188,73.15,10708982,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,NA
Latvia,2021-01-14,52982,950,919.571,920,11,18.571,28089.25,503.658,487.525,487.753,5.832,9.846,1,12224,1006427,533.573,6.481,10241,5.429,tests performed,13322,13317,6,1826,1127,0.71,0.71,0,597,57.41,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,NA
Lebanon,2021-02-19,351065,2255,2424.571,4257,51,48.857,51434.764,330.382,355.226,623.696,7.472,7.158,0.96,NA,NA,NA,NA,NA,NA,no information,13329,NA,NA,3724,2222,0.2,NA,NA,326,92.59,6825442,594.561,31.1,8.514,5.43,13367.565,NA,266.591,12.71,26.9,40.7,NA,2.9,78.93,0.744,NA
Lebanon,2021-02-20,353371,2306,2338.857,4297,40,48,51772.618,337.854,342.667,629.556,5.86,7.033,0.97,NA,NA,NA,NA,NA,NA,no information,13329,NA,NA,0,1904,0.2,NA,NA,279,92.59,6825442,594.561,31.1,8.514,5.43,13367.565,NA,266.591,12.71,26.9,40.7,NA,2.9,78.93,0.744,NA
Lebanon,2021-02-21,355073,1702,2277.714,4340,43,49.571,52021.979,249.361,333.709,635.856,6.3,7.263,0.98,NA,NA,NA,NA,NA,NA,no information,13329,NA,NA,0,1897,0.2,NA,NA,278,92.59,6825442,594.561,31.1,8.514,5.43,13367.565,NA,266.591,12.71,26.9,40.7,NA,2.9,78.93,0.744,NA
Estonia,2021-01-12,34138,333,598.286,292,5,4.857,25734.637,251.029,451.013,220.122,3.769,3.662,0.99,6876,696138,524.778,5.183,5226,3.94,tests performed,13348,13347,1,1580,1196,1.01,1.01,0,902,50,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.892,NA
Bulgaria,2021-01-08,208012,753,781.714,8078,61,67.714,29936.482,108.37,112.502,1162.562,8.779,9.745,0.8,9908,1205134,173.439,1.426,7122,1.025,tests performed,13355,13355,NA,2238,1231,0.19,0.19,NA,177,53.7,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,NA
Comoros,2021-04-21,3822,2,2.714,146,0,0,4395.149,2.3,3.121,167.894,0,0,0.89,NA,NA,NA,NA,NA,NA,no information,13440,13440,NA,NA,NA,1.55,1.55,NA,NA,NA,869595,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,NA
Grenada,2021-04-23,159,0,0.571,1,0,0,1413.095,0,5.079,8.887,0,0,0,NA,NA,NA,NA,NA,NA,no information,13458,12121,1337,694,280,11.96,10.77,1.19,2488,NA,112519,317.132,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,NA
Bulgaria,2021-01-09,208406,394,789.429,8097,19,64.714,29993.186,56.703,113.612,1165.297,2.734,9.313,0.78,9868,1215002,174.86,1.42,8182,1.178,tests performed,13473,13473,NA,118,1222,0.19,0.19,NA,176,53.7,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,NA
San Marino,2021-04-03,4775,0,24.571,84,0,0,140697.743,0,724.009,2475.102,0,0,0.84,NA,NA,NA,NA,NA,NA,no information,13475,8830,4645,525,401,39.7,26.02,13.69,11816,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Brunei,2021-04-27,223,0,0,3,0,0,509.734,0,0,6.857,0,0,0.66,NA,NA,NA,NA,NA,NA,no information,13485,13363,122,538,518,3.08,3.05,0.03,1184,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Slovenia,2021-01-04,125858,772,1504.429,2838,35,34.714,60539.739,371.345,723.655,1365.124,16.836,16.698,1.13,5966,690226,332.01,2.87,3940,1.895,tests performed,13518,13518,NA,1080,819,0.65,0.65,NA,394,81.48,2078932,102.619,44.5,19.062,12.93,31400.84,NA,153.493,7.25,20.1,25,NA,4.5,81.32,0.917,NA
Madagascar,2021-05-21,40692,173,114.857,786,3,5.429,1469.502,6.248,4.148,28.385,0.108,0.196,0.68,619,199438,7.202,0.022,567,0.02,tests performed,13539,13539,NA,NA,1691,0.05,0.05,NA,61,81.48,27691019,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,NA,NA,50.54,0.2,67.04,0.528,NA
Liechtenstein,2021-05-04,2948,2,6.429,57,0,0,77300.26,52.443,168.565,1494.612,0,0,0.75,194,41367,1084.695,5.087,217,5.69,tests performed,13549,9366,4183,272,229,35.53,24.56,10.97,6005,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Dominica,2021-03-11,151,0,1,NA,NA,0,2097.484,0,13.891,NA,NA,0,0.14,NA,NA,NA,NA,NA,NA,no information,13565,13565,NA,430,441,18.84,18.84,NA,6126,29.63,71991,98.567,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.742,NA
Romania,2021-01-03,640429,3034,3517.143,15979,60,107,33290.341,157.711,182.826,830.609,3.119,5.562,0.95,9829,4827673,250.949,0.511,15578,0.81,tests performed,13596,13596,NA,354,1804,0.07,0.07,NA,94,76.85,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,27.73
Slovakia,2021-01-07,198184,2137,2663,2717,60,82.714,36299.809,391.418,487.761,497.652,10.99,15.15,1.02,88502,3607240,660.71,16.21,46713,8.556,tests performed,13707,13707,NA,7089,4569,0.25,0.25,NA,837,69.44,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
Suriname,2021-03-22,9067,1,5.571,177,1,0.143,15455.974,1.705,9.497,301.721,1.705,0.244,0.96,NA,NA,NA,NA,NA,NA,no information,13749,13749,NA,NA,861,2.34,2.34,NA,1468,62.96,586634,3.612,29.6,6.933,4.229,13767.119,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,NA
Croatia,2021-01-05,214390,1071,1113.429,4179,53,54.857,52223.144,260.884,271.219,1017.96,12.91,13.363,0.77,6602,1041678,253.742,1.608,5333,1.299,people tested,13798,13798,NA,NA,989,0.34,0.34,NA,241,56.48,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
Liechtenstein,2021-05-05,2956,8,6.857,57,0,0,77510.03,209.77,179.803,1494.612,0,0,0.73,232,41599,1090.778,6.083,208,5.454,tests performed,13829,9645,4184,280,230,36.26,25.29,10.97,6031,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Saint Vincent and the Grenadines,2021-04-24,1830,3,1.571,10,0,0,16494.362,27.04,14.164,90.133,0,0,1.09,NA,NA,NA,NA,NA,NA,no information,13852,13852,NA,NA,155,12.49,12.49,NA,1397,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Saint Vincent and the Grenadines,2021-04-26,1839,9,2.857,10,0,0,16575.482,81.12,25.752,90.133,0,0,1.12,NA,NA,NA,NA,NA,NA,no information,13868,13868,NA,NA,113,12.5,12.5,NA,1019,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Lithuania,2021-01-06,154007,2787,2074.286,2049,34,44.143,56572.571,1023.77,761.963,752.675,12.489,16.215,0.84,15323,1703521,625.767,5.629,10593,3.891,tests performed,13870,13870,NA,3503,593,0.51,0.51,NA,218,74.07,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.882,NA
Saint Vincent and the Grenadines,2021-04-27,1844,5,3.571,11,1,0.143,16620.549,45.067,32.19,99.146,9.013,1.288,1.13,NA,NA,NA,NA,NA,NA,no information,13998,13998,NA,130,110,12.62,12.62,NA,991,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Paraguay,2021-03-17,185888,2540,1696.429,3588,34,28.714,26062,356.115,237.844,503.047,4.767,4.026,1.2,5187,821942,115.238,0.727,4682,0.656,tests performed,13999,13084,915,878,1587,0.2,0.18,0.01,223,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Kazakhstan,2021-02-11,248566,1033,1083.286,3132,1,1.857,13237.997,55.015,57.693,166.802,0.053,0.099,0.94,32875,6983676,371.933,1.751,32961,1.755,tests performed,14000,14000,NA,NA,1273,0.07,0.07,NA,68,71.3,18776707,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7,43.1,98.999,6.7,73.6,0.825,NA
Oman,2021-01-06,129888,114,167,1504,2,1,25435.209,22.324,32.703,294.52,0.392,0.196,1.17,NA,NA,NA,NA,NA,NA,no information,14005,14005,NA,1254,1280,0.27,0.27,NA,251,37.04,5106622,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA
Zambia,2021-04-25,91358,41,62.857,1246,1,1.571,4969.442,2.23,3.419,67.776,0.054,0.085,0.8,3338,1378946,75.008,0.182,4634,0.252,tests performed,14012,14012,NA,NA,1814,0.08,0.08,NA,99,39.81,18383956,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2,63.89,0.584,NA
Equatorial Guinea,2021-04-01,7008,94,22.429,103,1,0.143,4995.064,67,15.986,73.415,0.713,0.102,0.82,NA,NA,NA,NA,NA,NA,no information,14080,11090,2990,NA,521,1,0.79,0.21,371,NA,1402985,45.194,22.4,2.846,1.752,22604.873,NA,202.812,7.78,NA,NA,24.64,2.1,58.74,0.592,NA
San Marino,2021-04-06,4864,89,26.571,85,1,0.143,143320.172,2622.429,782.94,2504.567,29.465,4.209,0.82,NA,NA,NA,NA,NA,NA,no information,14102,8837,5265,NA,335,41.55,26.04,15.51,9871,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Liechtenstein,2021-05-06,2961,5,5.714,57,0,0,77641.136,131.106,149.836,1494.612,0,0,0.71,270,41869,1097.858,7.08,203,5.323,tests performed,14109,9925,4184,280,232,37,26.02,10.97,6083,50.93,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Brunei,2021-04-28,224,1,0.143,3,0,0,512.02,2.286,0.327,6.857,0,0,0.67,NA,NA,NA,NA,NA,NA,no information,14126,13898,228,641,487,3.23,3.18,0.05,1113,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Saint Vincent and the Grenadines,2021-04-28,1850,6,3.286,11,0,0.143,16674.628,54.08,29.615,99.146,0,1.288,1.13,NA,NA,NA,NA,NA,NA,no information,14138,14138,NA,140,107,12.74,12.74,NA,964,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Bulgaria,2021-01-11,209131,620,721.571,8232,106,56.714,30097.525,89.229,103.846,1184.726,15.255,8.162,0.75,1629,1222539,175.944,0.234,8514,1.225,tests performed,14161,14161,NA,NA,1270,0.2,0.2,NA,183,53.7,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,NA
Finland,2021-01-11,38790,200,267.286,597,11,4.571,7000.898,36.096,48.24,107.748,1.985,0.825,1,9375,2609017,470.881,1.692,10543,1.903,tests performed,14196,NA,NA,NA,1513,0.26,NA,NA,273,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.938,NA
Czechia,2021-01-03,740481,5012,9983.143,11960,133,130.857,69145.788,468.018,932.221,1116.82,12.419,12.219,1.22,29638,NA,NA,2.768,46518,4.344,tests performed,14223,14223,NA,914,1853,0.13,0.13,NA,173,73.15,10708982,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,56.85
Venezuela,2021-03-26,154905,740,822.857,1543,11,9.714,5447.507,26.023,28.937,54.262,0.387,0.342,1.22,NA,NA,NA,NA,NA,NA,no information,14223,14223,NA,NA,92,0.05,0.05,NA,3,87.96,28435943,36.253,29,6.614,3.915,16745.022,NA,204.85,6.47,NA,NA,NA,0.8,72.06,0.711,NA
Luxembourg,2021-02-02,50923,190,153,586,2,2.286,81349.764,303.526,244.418,936.138,3.195,3.651,1.14,10577,1888304,3016.576,16.897,7696,12.294,tests performed,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,51.85,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.916,NA
Dominican Republic,2021-02-21,235462,960,813.429,3038,10,13.429,21705.76,88.496,74.985,280.054,0.922,1.238,0.81,3583,1181810,108.944,0.33,5048,0.465,samples tested,14264,14264,NA,1177,2377,0.13,0.13,NA,219,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Malta,2021-01-19,15942,200,167.571,242,1,1.143,36105.531,452.961,379.517,548.083,2.265,2.588,1.02,3879,577450,1307.812,8.785,3410,7.723,tests performed,14276,14276,NA,1274,1286,3.23,3.23,NA,2913,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA
Albania,2021-03-01,107931,764,949.429,1816,20,19.286,37504.691,265.481,329.915,631.038,6.95,6.702,0.9,2714,447163,155.384,0.943,3679,1.278,tests performed,14295,NA,NA,NA,1081,0.5,NA,NA,376,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Congo,2021-04-14,10084,0,0,139,2,0.286,1827.443,0,0,25.19,0.362,0.052,0.32,NA,NA,NA,NA,NA,NA,no information,14297,14297,NA,NA,NA,0.26,0.26,NA,NA,53.7,5518092,15.405,19,3.402,2.063,4881.406,37,344.094,7.2,1.7,52.3,47.964,NA,64.57,0.574,NA
Liechtenstein,2021-05-07,2963,2,5.286,58,1,0.143,77693.578,52.443,138.598,1520.833,26.221,3.746,0.68,255,42124,1104.544,6.686,204,5.349,tests performed,14369,9932,4437,260,196,37.68,26.04,11.63,5139,45.37,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-05-08,2967,4,4.429,58,0,0.143,77798.463,104.885,116.123,1520.833,0,3.746,0.66,102,42226,1107.219,2.675,203,5.323,tests performed,14369,9932,4437,0,196,37.68,26.04,11.63,5139,45.37,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-05-09,2970,3,4.286,58,0,0.143,77877.127,78.664,112.377,1520.833,0,3.746,0.65,84,42310,1109.421,2.203,201,5.27,tests performed,14369,9932,4437,0,196,37.68,26.04,11.63,5139,45.37,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Taiwan,2021-03-31,1030,6,3,10,0,0,43.247,0.252,0.126,0.42,0,0,1.15,964,190344,7.992,0.04,630,0.026,people tested,14400,14400,NA,1752,1319,0.06,0.06,NA,55,25,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,NA
Italy,2020-12-30,2083689,16202,13201.571,73604,575,458.429,34462.885,267.971,218.346,1217.363,9.51,7.582,1.06,169045,26412603,436.848,2.796,122003,2.018,tests performed,14405,14405,NA,4735,2395,0.02,0.02,NA,40,80.56,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA
Barbados,2021-02-19,2677,30,104.286,30,1,1.286,9315.484,104.395,362.896,104.395,3.48,4.474,1.05,NA,NA,NA,NA,NA,NA,no information,14411,14411,NA,2917,2480,5.01,5.01,NA,8630,74.07,287371,664.463,39.8,14.952,9.473,16978.068,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,NA
Sao Tome and Principe,2021-05-26,2338,0,0.714,37,0,0.286,10667.956,0,3.259,168.826,0,1.304,0.76,NA,NA,NA,NA,NA,NA,no information,14509,12374,2135,NA,267,6.62,5.65,0.97,1218,NA,219161,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,NA,NA,41.34,2.9,70.39,0.625,NA
Saint Vincent and the Grenadines,2021-04-30,1864,9,5.286,11,0,0.143,16800.815,81.12,47.642,99.146,0,1.288,1.14,NA,NA,NA,NA,NA,NA,no information,14511,14511,NA,NA,116,13.08,13.08,NA,1046,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
