location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
South Korea,2021-04-23,118243,785,685.571,1812,1,2.571,2306.317,15.311,13.372,35.343,0.02,0.05,1.07,43225,8513591,166.057,0.843,35877,0.7,people tested,2294259,2195492,98767,179559,107245,4.47,4.28,0.19,2092,58.33,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,NA
Denmark,2021-05-07,258204,1023,993.571,2496,2,1.714,44577.858,176.617,171.536,430.924,0.345,0.296,1.19,200147,28474381,4915.985,34.555,183066,31.606,tests performed,2294535,1477443,817092,41136,43863,39.61,25.51,14.11,7573,59.26,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA
Argentina,2021-03-13,2192025,6278,6473,53646,68,110.857,48500.66,138.907,143.221,1186.969,1.505,2.453,1.08,27958,6941360,153.584,0.619,30625,0.678,tests performed,2294738,1876113,418625,196533,121843,5.08,4.15,0.93,2696,71.76,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,NA
Sri Lanka,2021-06-06,205333,2976,3125.857,1696,40,36.429,9589.063,138.979,145.978,79.203,1.868,1.701,1,20403,3615404,168.84,0.953,20160,0.941,tests performed,2296864,1943708,353156,24604,60553,10.73,9.08,1.65,2828,85.19,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA
Slovakia,2021-05-22,388719,190,185.571,12286,6,11.857,71198.611,34.801,33.99,2250.33,1.099,2.172,0.69,104158,37715105,6907.98,19.078,92760,16.99,tests performed,2297708,1551642,746066,47799,35600,42.09,28.42,13.67,6521,50,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
Colombia,2021-04-01,2417826,11449,8269.143,63614,192,156.429,47517.472,225.007,162.513,1250.204,3.773,3.074,1.33,57618,12752612,250.627,1.132,50143,0.985,tests performed,2300890,1965935,334955,57498,117789,4.52,3.86,0.66,2315,82.87,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,NA
Sri Lanka,2021-06-07,207979,2646,3087.857,1789,93,49.714,9712.631,123.568,144.203,83.546,4.343,2.322,0.99,19539,3634943,169.752,0.912,19982,0.933,tests performed,2301489,1948187,353302,4625,49250,10.75,9.1,1.65,2300,85.19,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA
Norway,2021-05-19,120292,478,328.143,781,7,1,22189.011,88.172,60.529,144.063,1.291,0.184,1.01,26395,5465164,1008.102,4.869,15468,2.853,people tested,2302120,1606200,695920,80448,22144,42.46,29.63,12.84,4085,62.04,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA
Malaysia,2021-05-19,485496,6075,4610.571,2040,46,39.857,15000.186,187.697,142.451,63.029,1.421,1.231,1.23,101822,10765602,332.621,3.146,72641,2.244,people tested,2303580,1412751,890829,250944,58421,7.12,4.36,2.75,1805,80.56,32365998,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,NA,1.9,76.16,0.81,NA
Uruguay,2021-05-15,238079,2873,2754.143,3419,50,48.143,68537.05,827.066,792.85,984.245,14.394,13.859,1.07,NA,NA,NA,NA,13663,3.933,tests performed,2307508,1358269,949239,21419,39452,66.43,39.1,27.33,11357,72.22,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Uruguay,2021-05-16,240512,2433,2832.714,3459,40,48.143,69237.45,700.4,815.468,995.76,11.515,13.859,1.08,NA,2005217,577.252,NA,13677,3.937,tests performed,2307937,1358674,949263,429,39463,66.44,39.11,27.33,11360,72.22,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Jordan,2021-06-06,739847,528,741.143,9530,14,13.429,72511.697,51.749,72.639,934.026,1.372,1.316,0.79,NA,7407053,725.958,NA,20936,2.052,tests performed,2307978,1748084,559894,NA,44860,22.62,17.13,5.49,4397,NA,10203140,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,NA,NA,NA,1.4,74.53,0.729,NA
Bangladesh,2021-02-22,543717,366,382.714,8356,7,10.143,3301.47,2.222,2.324,50.738,0.043,0.062,0.97,11103,3955847,24.02,0.067,13789,0.084,tests performed,2308157,2308157,NA,NA,167921,1.4,1.4,NA,1020,81.02,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,NA
Czechia,2021-04-14,1590124,5087,4192.429,28124,86,113.571,148485.075,475.022,391.487,2626.207,8.031,10.605,0.76,234409,NA,NA,21.889,186921,17.455,tests performed,2309742,1505160,804582,65755,54027,21.57,14.06,7.51,5045,59.26,10708982,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,NA
Mongolia,2021-05-11,46448,512,703.429,184,5,7.714,14168.354,156.179,214.572,56.127,1.525,2.353,0.96,7594,2793005,851.97,2.316,8198,2.501,samples tested,2309864,1678198,631666,38755,92624,70.46,51.19,19.27,28254,62.04,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
El Salvador,2021-06-11,75351,0,172.857,2288,4,4,11617.124,0,26.65,352.749,0.617,0.617,1.24,NA,NA,NA,NA,NA,NA,no information,2310924,1345716,965208,NA,34684,35.63,20.75,14.88,5347,26.85,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,NA
Azerbaijan,2021-06-01,334132,176,176.857,4921,8,6.286,32954.555,17.358,17.443,485.345,0.789,0.62,0.55,4815,3513989,346.575,0.475,7886,0.778,tests performed,2312715,1404898,907817,59499,41621,22.81,13.86,8.95,4105,69.44,10139175,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA
Peru,2021-05-10,1850290,0,5166.143,173446,343,624.714,56117.27,0,156.683,5260.427,10.403,18.947,0.99,17649,3843463,116.568,0.535,13957,0.423,tests performed,2314169,1549454,764715,56196,47887,7.02,4.7,2.32,1452,75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,NA
Philippines,2021-05-07,1087885,7713,7203.571,18099,108,123.571,9927.671,70.386,65.737,165.165,0.986,1.128,0.86,51552,11523919,105.163,0.47,48408,0.442,people tested,2314377,1892934,421443,NA,56361,2.11,1.73,0.38,514,68.06,109581085,351.873,25.2,4.803,2.661,7599.188,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,NA
Portugal,2021-04-14,828857,684,546.571,16931,8,5.857,81286.733,67.08,53.603,1660.438,0.785,0.574,1.01,41634,9653908,946.767,4.083,40714,3.993,tests performed,2315374,1709788,641479,44227,44557,22.71,16.77,6.29,4370,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA
Indonesia,2021-02-25,1314634,8493,8849.857,35518,264,221.286,4806.291,31.05,32.355,129.854,0.965,0.809,0.88,50019,7101863,25.964,0.183,47805,0.175,people tested,2315665,1461920,853745,126877,75384,0.85,0.53,0.31,276,65.28,273523621,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,NA
Australia,2021-05-04,29865,15,16.429,910,0,0,1171.182,0.588,0.644,35.686,0,0,0.79,30733,16976949,665.766,1.205,41474,1.626,tests performed,2316969,NA,NA,56354,49662,9.09,NA,NA,1948,48.61,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA
Croatia,2021-06-18,359031,113,93.143,8168,3,6.429,87456.166,27.526,22.689,1989.639,0.731,1.566,0.6,4436,2101829,511.983,1.081,4616,1.124,people tested,2318428,1442925,875503,NA,33039,56.47,35.15,21.33,8048,41.67,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
Spain,2021-02-10,3023601,18114,20019.429,63704,643,476.286,64669.341,387.426,428.179,1362.513,13.753,10.187,0.71,NA,NA,NA,NA,210685,4.506,tests performed,2320507,1377229,943278,87258,65024,4.96,2.95,2.02,1391,71.3,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA
Serbia,2021-03-28,585506,3889,4911.143,5190,39,36.571,86045.667,571.525,721.739,762.72,5.731,5.375,1.05,11442,3374035,495.846,1.682,15874,2.333,people tested,2323689,1404190,919499,NA,21975,34.15,20.64,13.51,3229,54.63,6804596,80.291,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,NA
Romania,2021-03-17,874985,6186,4981.286,21787,89,90.143,45482.871,321.556,258.934,1132.517,4.626,4.686,1.17,NA,NA,NA,NA,22010,1.144,tests performed,2324405,1572466,751939,54281,50651,12.08,8.17,3.91,2633,63.89,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA
Dominican Republic,2021-05-07,269958,774,485.286,3517,3,5.286,24885.729,71.35,44.735,324.21,0.277,0.487,1.2,NA,NA,NA,NA,4131,0.381,samples tested,2325108,1515063,810045,60727,50727,21.43,13.97,7.47,4676,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Austria,2021-04-14,584205,2942,2599.571,9779,31,33.286,64865.54,326.657,288.636,1085.783,3.442,3.696,0.91,505277,27703138,3075.939,56.102,312449,34.692,tests performed,2327969,1647326,680695,67554,55807,25.85,18.29,7.56,6196,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA
Qatar,2021-05-24,215742,299,322.429,547,3,2.143,74882.856,103.781,111.913,189.861,1.041,0.744,0.87,3453,1998695,693.736,1.199,3544,1.23,people tested,2329338,1341921,987417,36098,36569,80.85,46.58,34.27,12693,81.48,2881060,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA
Iran,2021-05-17,2765485,14319,13180.857,77222,286,280.143,32925.203,170.479,156.928,919.387,3.405,3.335,0.85,NA,18151487,216.107,NA,134965,1.607,tests performed,2329379,1979167,350212,NA,80258,2.77,2.36,0.42,956,72.22,83992953,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,NA,1.5,76.68,0.783,NA
Canada,2021-03-06,889551,2769,2886.286,22212,29,35.857,23569.162,73.366,76.474,588.52,0.768,0.95,1.01,128656,25067769,664.185,3.409,105622,2.799,tests performed,2329622,1765405,564217,74448,69884,6.17,4.68,1.49,1852,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,NA
Costa Rica,2021-06-22,355620,1525,1472.571,4546,16,19.857,69809.981,299.365,289.073,892.402,3.141,3.898,0.95,8157,1178133,231.273,1.601,7301,1.433,people tested,2331030,1535967,795063,NA,22564,45.76,30.15,15.61,4429,55.56,5094114,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,NA
Slovakia,2021-05-23,388835,116,187.429,12292,6,9.714,71219.858,21.247,34.33,2251.429,1.099,1.779,0.69,83087,37798192,6923.198,15.218,87266,15.984,tests performed,2331421,1575772,755649,33713,35817,42.7,28.86,13.84,6560,50,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,1.25
Israel,2021-01-15,535049,5235,8241.714,3910,40,44.857,61815.778,604.815,952.189,451.734,4.621,5.182,1.11,102024,10002665,1155.637,11.787,110466,12.762,tests performed,2332325,2109987,222338,66495,69724,26.95,24.38,2.57,8055,85.19,8655541,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.919,NA
Sri Lanka,2021-06-08,210661,2682,3060,1844,55,51.429,9837.881,125.25,142.902,86.115,2.569,2.402,0.97,17096,3652039,170.55,0.798,19906,0.93,tests performed,2333591,1979802,353789,32102,41755,10.9,9.25,1.65,1950,85.19,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA
Greece,2021-04-14,304184,3081,2738.429,9135,81,75.429,29183.763,295.595,262.728,876.422,7.771,7.237,1,63710,7249251,695.501,6.112,53005,5.085,samples tested,2334557,1569559,764988,53623,47273,22.4,15.06,7.34,4535,87.96,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,NA
Cambodia,2021-05-01,13790,388,633,96,3,3.571,824.812,23.207,37.861,5.742,0.179,0.214,1.25,NA,NA,NA,NA,NA,NA,no information,2334709,1363820,970889,49921,50880,13.96,8.16,5.81,3043,72.69,16718971,90.672,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,NA
Denmark,2021-05-08,258881,677,877.286,2498,2,1.143,44694.739,116.881,151.46,431.269,0.345,0.197,1.16,144938,28619319,4941.008,25.023,185075,31.952,tests performed,2334858,1486890,847968,40323,47704,40.31,25.67,14.64,8236,59.26,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA
Colombia,2021-04-02,2428048,10222,8673,63777,163,161.714,47718.364,200.893,170.45,1253.408,3.203,3.178,1.32,43369,12795981,251.479,0.852,49698,0.977,tests performed,2336144,1971891,364253,35254,105694,4.59,3.88,0.72,2077,82.87,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,NA
United Arab Emirates,2021-01-22,270810,3552,3490.571,776,10,6.143,27381.097,359.136,352.925,78.46,1.011,0.621,1.13,170694,24203766,2447.198,17.259,159387,16.115,tests performed,2339073,NA,NA,93004,96155,23.65,NA,NA,9722,62.04,9890400,112.442,34,1.144,0.526,67293.483,NA,317.84,17.26,1.2,37.4,NA,1.2,77.97,0.89,NA
Thailand,2021-05-17,111082,9635,3725.286,614,25,27.571,1591.433,138.037,53.371,8.797,0.358,0.395,1.35,54602,5784096,82.867,0.782,62685,0.898,tests performed,2340995,1521034,819961,76687,63220,3.35,2.18,1.17,906,59.26,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,NA
Turkey,2021-02-03,2501079,8102,7320,26354,117,125.429,29655.047,96.065,86.793,312.477,1.387,1.487,1.05,148192,30061437,356.435,1.757,150503,1.784,tests performed,2343280,NA,NA,114047,117243,2.78,NA,NA,1390,68.06,84339067,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,NA,2.81,77.69,0.82,NA
Dominican Republic,2021-05-08,270600,642,534.143,3523,6,5.143,24944.911,59.182,49.239,324.763,0.553,0.474,1.22,NA,1441239,132.859,NA,4358,0.402,samples tested,2345528,1535083,810445,20420,51906,21.62,14.15,7.47,4785,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Mongolia,2021-05-12,47033,585,787,193,9,9,14346.8,178.447,240.064,58.872,2.745,2.745,0.96,7500,2800505,854.257,2.288,7916,2.415,samples tested,2347229,1712577,634652,37365,84399,71.6,52.24,19.36,25745,62.04,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
Ireland,2021-05-23,258810,447,443.429,4941,0,0,52414.073,90.526,89.803,1000.649,0,0,0.99,NA,NA,NA,NA,NA,NA,no information,2349207,1734234,NA,NA,35524,47.58,35.12,NA,7194,74.07,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.955,NA
France,2021-02-08,3400324,4343,20002.286,79571,460,416.286,50327.266,64.28,296.048,1177.709,6.808,6.161,1.02,427443,NA,NA,6.326,318351,4.712,people tested,2353447,2055498,297949,91944,84327,3.48,3.04,0.44,1248,60.19,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Dominican Republic,2021-05-09,271548,948,584.714,3532,9,5.571,25032.301,87.39,53.901,325.593,0.83,0.514,1.23,NA,NA,NA,NA,4959,0.457,samples tested,2354281,1543725,810556,8753,52128,21.7,14.23,7.47,4805,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Japan,2021-04-21,547836,5369,4365,9737,55,38,4331.525,42.451,34.512,76.987,0.435,0.3,1.22,96428,10550284,83.417,0.762,70778,0.56,people tested,2354383,1527187,827196,163970,79334,1.86,1.21,0.65,627,45.37,126476458,347.778,48.2,27.049,18.493,39002.223,NA,79.37,5.72,11.2,33.7,NA,13.05,84.63,0.919,NA
Switzerland,2021-04-22,644396,2265,2028.857,10555,9,8.143,74456.897,261.71,234.425,1219.58,1.04,0.941,1.07,33416,6322134,730.493,3.861,25679,2.967,tests performed,2354897,1510611,844286,69804,47966,27.21,17.45,9.76,5542,50.93,8654618,214.243,43.1,18.436,12.644,57410.166,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.955,NA
India,2021-01-27,10701193,11666,12901.429,153847,123,139.714,7754.463,8.454,9.349,111.483,0.089,0.101,0.92,550426,193613120,140.299,0.399,720882,0.522,samples tested,2355979,2355979,NA,326499,221356,0.17,0.17,NA,160,61.57,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,NA
Vietnam,2021-06-19,12978,470,377.286,64,2,0.857,133.328,4.829,3.876,0.657,0.021,0.009,1.17,NA,NA,NA,NA,NA,NA,no information,2359376,2244061,115315,126168,129308,2.42,2.31,0.12,1328,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Croatia,2021-06-20,359173,58,87.143,8174,5,6,87490.756,14.128,21.227,1991.1,1.218,1.462,0.63,4340,2110485,514.092,1.057,4538,1.105,people tested,2359472,1450798,908674,NA,31379,57.47,35.34,22.13,7644,41.67,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
Uruguay,2021-05-17,242906,2394,2862.286,3521,62,50,69926.623,689.173,823.981,1013.609,17.848,14.394,1.09,11148,2016365,580.462,3.209,13808,3.975,tests performed,2361213,1406985,954228,53276,40769,67.97,40.5,27.47,11736,72.22,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Morocco,2021-02-19,480504,448,406.857,8540,16,12.857,13018.064,12.137,11.023,231.37,0.433,0.348,0.84,9886,5089223,137.88,0.268,8876,0.24,people tested,2362150,2357283,4867,129027,178578,6.4,6.39,0.01,4838,76.85,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,NA,1.1,76.68,0.686,NA
Slovakia,2021-05-24,388854,19,170.714,12296,4,8.286,71223.338,3.48,31.268,2252.162,0.733,1.518,0.69,93209,37891401,6940.271,17.072,87165,15.965,tests performed,2364726,1601156,763570,33305,35732,43.31,29.33,13.99,6545,50,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
South Korea,2021-04-24,118887,644,681.714,1813,1,2.286,2318.878,12.561,13.297,35.362,0.02,0.045,1.02,41063,8554654,166.858,0.801,37857,0.738,people tested,2365177,2260639,104538,70918,113156,4.61,4.41,0.2,2207,58.33,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,NA
Qatar,2021-05-25,216091,349,319.429,549,2,1.857,75003.992,121.136,110.872,190.555,0.694,0.645,0.86,3252,2001947,694.865,1.129,3535,1.227,people tested,2365647,1361511,1004136,36309,36524,82.11,47.26,34.85,12677,81.48,2881060,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA
Azerbaijan,2021-06-02,334288,156,170.143,4926,5,5.857,32969.941,15.386,16.781,485.838,0.493,0.578,0.55,9649,3523638,347.527,0.952,7860,0.775,tests performed,2367094,1452774,914320,54379,44444,23.35,14.33,9.02,4383,69.44,10139175,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA
Denmark,2021-05-09,259755,874,878.286,2498,0,1,44845.631,150.893,151.632,431.269,0,0.173,1.15,162860,28782179,4969.125,28.117,186713,32.235,tests performed,2367490,1502805,864685,32632,48011,40.87,25.95,14.93,8289,59.26,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,8.23
Peru,2021-05-11,1853370,3080,4954.429,174328,882,684.857,56210.684,93.413,150.262,5287.177,26.75,20.771,0.99,16939,3860402,117.082,0.514,14165,0.43,tests performed,2368686,1592044,776642,54517,52230,7.18,4.83,2.36,1584,75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,NA
Finland,2021-05-14,89686,154,193.429,931,1,1.286,16186.711,27.794,34.91,168.029,0.18,0.232,0.92,12924,4783769,863.384,2.333,16560,2.989,tests performed,2370423,2092493,277930,91669,37350,42.78,37.77,5.02,6741,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.938,NA
South Korea,2021-04-25,119387,500,677.286,1817,4,2.286,2328.631,9.752,13.21,35.44,0.078,0.045,0.98,22577,8577231,167.298,0.44,37197,0.726,people tested,2371793,2266888,104905,6616,113403,4.63,4.42,0.2,2212,58.33,51269183,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,3.08
Mongolia,2021-05-13,47548,515,621,200,7,6.714,14503.894,157.094,189.428,61.007,2.135,2.048,0.95,7703,2808208,856.607,2.35,7694,2.347,samples tested,2372848,1735389,637459,25619,60928,72.38,52.94,19.44,18585,62.04,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
Romania,2021-03-18,881159,6174,5115.286,21877,90,89.286,45803.803,320.933,265.899,1137.195,4.678,4.641,1.16,NA,NA,NA,NA,22386,1.164,tests performed,2376330,1615577,760753,51925,50939,12.35,8.4,3.95,2648,63.89,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA
Sri Lanka,2021-06-09,213396,2735,2978.429,1910,66,49.143,9965.605,127.725,139.093,89.197,3.082,2.295,0.96,18903,3670942,171.433,0.883,19847,0.927,tests performed,2377211,2023256,353955,43620,37080,11.1,9.45,1.65,1732,85.19,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA
Portugal,2021-04-15,829358,501,532.143,16933,2,4.857,81335.867,49.134,52.188,1660.634,0.196,0.476,1,42082,9695990,950.894,4.127,38399,3.766,tests performed,2378927,1762448,652372,63553,44800,23.33,17.28,6.4,4394,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA
Germany,2021-01-29,2207393,12831,11733.143,56286,403,653.286,26346.253,153.144,140.04,671.799,4.81,7.797,0.85,NA,NA,NA,NA,162970,1.945,tests performed,2379177,1859405,519772,108681,90154,2.84,2.22,0.62,1076,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA
Norway,2021-05-20,120797,505,354.571,781,0,1,22282.163,93.152,65.404,144.063,0,0.184,1.05,26304,5491468,1012.954,4.852,17521,3.232,people tested,2379604,1614917,764687,77484,30147,43.89,29.79,14.11,5561,62.04,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA
Croatia,2021-06-21,359184,11,86.143,8182,8,4.286,87493.435,2.679,20.983,1993.049,1.949,1.044,0.63,1674,2112159,514.5,0.408,4481,1.092,people tested,2379658,1455647,924011,20186,30683,57.97,35.46,22.51,7474,41.67,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
Colombia,2021-04-03,2437197,9149,8800.857,63932,155,163.143,47898.169,179.805,172.963,1256.454,3.046,3.206,1.3,36258,12832239,252.192,0.713,46778,0.919,tests performed,2381049,1989856,391193,44905,93446,4.68,3.91,0.77,1836,82.87,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,NA
Argentina,2021-03-14,2195722,3697,6583.714,53670,24,112.857,48582.459,81.8,145.671,1187.5,0.531,2.497,1.08,19389,6960749,154.013,0.429,30947,0.685,tests performed,2381429,1932696,448733,86691,122193,5.27,4.28,0.99,2704,71.76,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,NA
Czechia,2021-04-15,1593847,3723,3714.143,28229,105,109,148832.728,347.652,346.825,2636.012,9.805,10.178,0.75,226751,NA,NA,21.174,185802,17.35,tests performed,2382819,1552660,830159,73077,54599,22.25,14.5,7.75,5098,59.26,10708982,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,NA
Mexico,2021-02-27,2084128,7246,6550.286,185257,783,780,16164.457,56.2,50.804,1436.85,6.073,6.05,0.88,11956,5200126,40.332,0.093,23035,0.179,people tested,2383411,1818034,565377,112379,103872,1.85,1.41,0.44,806,60.65,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,NA
